period,brand,category,channel,province,units_sold,list_price,std_cost,revenue_zar,gross_margin_zar,trade_spend_zar,net_revenue_zar,weighted_distribution,promo_flag,sku_grade
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Eastern Cape,38,54.97,32.52,2088.86,853.1,164.02,1924.84,51.2,1,B
2024Q2,Cappy,Juices & Nectars,Wholesale,Gauteng,19,76.49,38.86,1453.31,714.97,115.29,1338.02,48.4,0,B
2024Q2,Schweppes,Mixers,Wholesale,Western Cape,64,54.34,28.44,3477.76,1657.6,265.76,3212.0,45.6,1,B
2024Q4,Schweppes,Mixers,Convenience,KwaZulu-Natal,23,46.22,26.07,1063.06,463.45,67.33,995.73,81.8,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Northern Cape,15,51.82,26.63,777.3,377.85,92.45,684.85,52.6,0,A
2024Q4,Powerplay,Energy Drinks,Mass Retail,Western Cape,110,116.08,64.81,12768.8,5639.7,520.73,12248.07,62.3,0,B
2024Q4,Stoney,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,27,56.41,27.34,1523.07,784.89,70.5,1452.57,66.0,1,B
2024Q2,Bonaqua,Water,Mass Retail,KwaZulu-Natal,139,42.46,25.14,5901.94,2407.48,330.58,5571.36,53.9,1,B
2024Q3,Bonaqua,Water,Wholesale,Gauteng,101,43.38,21.01,4381.38,2259.37,503.41,3877.97,47.8,0,B
2024Q2,Powerade,Sports Drinks,Convenience,Western Cape,57,69.55,40.34,3964.35,1664.97,412.84,3551.51,63.0,0,D
2024Q2,Bonaqua,Water,E-Commerce,Gauteng,95,41.03,22.29,3897.85,1780.3,356.6,3541.25,72.9,0,B
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Eastern Cape,19,48.11,28.96,914.09,363.85,52.59,861.5,96.7,0,D
2024Q2,Cappy,Juices & Nectars,Mass Retail,Free State,50,63.79,36.5,3189.5,1364.5,254.7,2934.8,74.4,0,B
2024Q1,Cappy,Juices & Nectars,Mass Retail,Eastern Cape,34,67.5,34.29,2295.0,1129.14,216.69,2078.31,48.8,1,B
2024Q2,Powerade,Sports Drinks,Petrol & Travel,KwaZulu-Natal,26,58.43,35.15,1519.18,605.28,149.14,1370.04,84.4,0,A
2024Q2,Monster,Energy Drinks,Mass Retail,Western Cape,12,98.11,60.66,1177.32,449.4,50.87,1126.45,91.0,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,127,50.11,27.47,6363.97,2875.28,699.23,5664.74,92.7,0,B
2024Q1,Cappy,Juices & Nectars,Convenience,Eastern Cape,55,58.43,35.51,3213.65,1260.6,182.71,3030.94,78.0,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,20,53.67,31.14,1073.4,450.6,121.0,952.4,54.5,1,B
2024Q4,Bonaqua,Water,Mass Retail,Western Cape,32,44.18,22.74,1413.76,686.08,155.03,1258.73,68.6,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,83,44.78,22.52,3716.74,1847.58,264.95,3451.79,96.4,1,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,11,56.85,33.44,625.35,257.51,31.56,593.79,96.4,0,B
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,35,44.91,23.68,1571.85,743.05,167.1,1404.75,67.8,1,A
2024Q2,Stoney,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,110,63.72,32.08,7009.2,3480.4,374.36,6634.84,46.9,0,B
2024Q4,Powerplay,Energy Drinks,Convenience,Free State,25,126.49,75.66,3162.25,1270.75,330.31,2831.94,76.0,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,26,51.21,26.51,1331.46,642.2,59.34,1272.12,73.2,0,D
2024Q1,Stoney,Carbonated Soft Drinks,Convenience,Gauteng,59,59.28,31.08,3497.52,1663.8,281.83,3215.69,47.2,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Free State,68,53.46,29.06,3635.28,1659.2,295.36,3339.92,70.9,0,B
2024Q3,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,80,45.88,23.32,3670.4,1804.8,344.56,3325.84,96.4,1,C
2024Q1,Bonaqua,Water,Convenience,Mpumalanga,20,46.57,28.01,931.4,371.2,50.46,880.94,81.7,0,D
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,37,51.51,28.31,1905.87,858.4,170.44,1735.43,91.1,0,A
2024Q3,Sprite,Carbonated Soft Drinks,E-Commerce,Western Cape,80,60.63,30.93,4850.4,2376.0,449.68,4400.72,65.9,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,42,48.88,30.3,2052.96,780.36,90.04,1962.92,96.8,0,B
2024Q3,Schweppes,Mixers,On-Trade,Gauteng,42,59.27,33.15,2489.34,1097.04,246.63,2242.71,91.6,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,85,46.91,27.82,3987.35,1622.65,402.65,3584.7,87.3,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,29,55.93,31.11,1621.97,719.78,65.63,1556.34,62.2,0,A
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,Western Cape,118,46.65,24.93,5504.7,2562.96,417.78,5086.92,57.6,0,B
2024Q1,Stoney,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,123,64.48,36.54,7931.04,3436.62,611.32,7319.72,65.1,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,4,61.56,29.77,246.24,127.16,16.57,229.67,65.2,0,B
2024Q3,Schweppes,Mixers,Convenience,Western Cape,75,68.53,38.73,5139.75,2235.0,520.09,4619.66,88.1,0,A
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,60,51.17,26.31,3070.2,1491.6,350.5,2719.7,48.2,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Northern Cape,18,50.85,27.87,915.3,413.64,55.41,859.89,60.1,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,38,57.82,30.27,2197.16,1046.9,195.17,2001.99,83.0,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,15,51.09,25.82,766.35,379.05,72.41,693.94,54.6,0,B
2024Q3,Stoney,Carbonated Soft Drinks,Convenience,Free State,20,61.19,34.23,1223.8,539.2,74.07,1149.73,96.0,0,A
2024Q1,Monster,Energy Drinks,Mass Retail,Gauteng,39,123.26,59.91,4807.14,2470.65,435.78,4371.36,95.4,0,C
2024Q4,Fanta,Carbonated Soft Drinks,On-Trade,KwaZulu-Natal,34,50.21,25.7,1707.14,833.34,97.24,1609.9,77.4,0,B
2024Q4,Sprite,Carbonated Soft Drinks,Petrol & Travel,Gauteng,12,52.3,30.82,627.6,257.76,38.9,588.7,88.6,0,C
2024Q2,Bonaqua,Water,Mass Retail,Free State,19,41.29,23.43,784.51,339.34,59.73,724.78,76.1,1,B
2024Q3,Sprite,Carbonated Soft Drinks,Mass Retail,Limpopo,54,57.2,29.19,3088.8,1512.54,147.2,2941.6,46.3,0,A
2024Q2,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,71,78.68,40.32,5586.28,2723.56,398.15,5188.13,76.5,0,D
2024Q2,Sprite,Carbonated Soft Drinks,On-Trade,Free State,17,62.63,33.82,1064.71,489.77,103.71,961.0,81.7,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,52,58.8,30.48,3057.6,1472.64,141.73,2915.87,49.5,0,A
2024Q4,Cappy,Juices & Nectars,Convenience,Eastern Cape,20,61.43,31.44,1228.6,599.8,84.04,1144.56,48.7,0,C
2024Q3,Powerplay,Energy Drinks,On-Trade,Northern Cape,39,94.97,57.29,3703.83,1469.52,341.01,3362.82,73.2,0,C
2024Q4,Schweppes,Mixers,Mass Retail,Gauteng,88,51.79,32.07,4557.52,1735.36,423.61,4133.91,74.6,0,B
2024Q1,Cappy,Juices & Nectars,On-Trade,Western Cape,18,66.56,37.19,1198.08,528.66,139.71,1058.37,54.3,0,B
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Free State,37,49.11,24.24,1817.07,920.19,138.15,1678.92,85.1,0,B
2024Q4,Powerade,Sports Drinks,Mass Retail,KwaZulu-Natal,79,70.71,43.12,5586.09,2179.61,328.3,5257.79,66.2,1,B
2024Q4,Fanta,Carbonated Soft Drinks,E-Commerce,Mpumalanga,87,50.61,27.98,4403.07,1968.81,395.78,4007.29,49.7,0,D
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,36,49.43,29.14,1779.48,730.44,172.07,1607.41,46.9,0,D
2024Q1,Sprite,Carbonated Soft Drinks,E-Commerce,Free State,17,49.47,24.35,840.99,427.04,96.68,744.31,74.4,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,13,43.06,24.29,559.78,244.01,45.48,514.3,93.7,0,B
2024Q4,Schweppes,Mixers,Convenience,Mpumalanga,35,56.88,30.33,1990.8,929.25,219.46,1771.34,91.0,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,19,56.15,27.59,1066.85,542.64,77.07,989.78,54.2,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,33,51.98,29.61,1715.34,738.21,181.48,1533.86,52.0,0,B
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,Western Cape,32,53.32,30.12,1706.24,742.4,172.65,1533.59,54.3,0,A
2024Q3,Stoney,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,14,58.21,30.94,814.94,381.78,37.04,777.9,46.4,1,C
2024Q1,Schweppes,Mixers,E-Commerce,Eastern Cape,34,59.77,36.77,2032.18,782.0,151.6,1880.58,61.5,0,B
2024Q2,Sprite,Carbonated Soft Drinks,Convenience,Western Cape,15,54.73,31.18,820.95,353.25,47.03,773.92,77.8,0,D
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Gauteng,27,58.23,28.42,1572.21,804.87,188.02,1384.19,48.1,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,20,50.76,29.28,1015.2,429.6,45.67,969.53,72.0,0,C
2024Q2,Powerplay,Energy Drinks,On-Trade,KwaZulu-Natal,46,118.8,62.12,5464.8,2607.28,491.35,4973.45,72.9,0,A
2024Q2,Monster,Energy Drinks,E-Commerce,Free State,11,109.14,58.01,1200.54,562.43,87.8,1112.74,88.9,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,20,41.24,19.91,824.8,426.6,50.14,774.66,85.3,1,B
2024Q2,Cappy,Juices & Nectars,E-Commerce,Gauteng,10,67.84,32.68,678.4,351.6,40.23,638.17,96.7,0,B
2024Q3,Cappy,Juices & Nectars,Convenience,Free State,32,69.96,34.66,2238.72,1129.6,187.69,2051.03,69.1,0,C
2024Q4,Fanta,Carbonated Soft Drinks,Convenience,Eastern Cape,32,46.31,23.2,1481.92,739.52,97.77,1384.15,84.1,0,B
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,11,48.22,26.25,530.42,241.67,54.53,475.89,92.3,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,19,56.35,32.48,1070.65,453.53,80.31,990.34,58.5,0,C
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,Gauteng,186,47.62,27.25,8857.32,3788.82,988.56,7868.76,78.7,0,B
2024Q2,Powerplay,Energy Drinks,Mass Retail,Western Cape,33,101.93,51.07,3363.69,1678.38,332.99,3030.7,72.1,0,C
2024Q4,Powerplay,Energy Drinks,Wholesale,Western Cape,24,110.07,53.93,2641.68,1347.36,108.23,2533.45,95.7,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Western Cape,11,47.98,25.38,527.78,248.6,53.82,473.96,80.1,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,85,55.01,28.45,4675.85,2257.6,194.87,4480.98,49.4,0,A
2024Q2,Coca-Cola,Carbonated Soft Drinks,E-Commerce,KwaZulu-Natal,73,48.87,27.73,3567.51,1543.22,251.71,3315.8,55.9,1,C
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,Mpumalanga,95,57.83,32.97,5493.85,2361.7,452.83,5041.02,47.2,0,B
2024Q4,Monster,Energy Drinks,Convenience,Eastern Cape,19,119.38,73.68,2268.22,868.3,199.94,2068.28,75.9,0,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,50,56.49,28.13,2824.5,1418.0,189.41,2635.09,94.2,1,B
2024Q4,Schweppes,Mixers,Mass Retail,Free State,14,48.32,26.17,676.48,310.1,60.23,616.25,95.0,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,27,50.87,30.73,1373.49,543.78,125.9,1247.59,60.2,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,28,53.2,31.16,1489.6,617.12,114.47,1375.13,89.6,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Gauteng,56,56.91,28.73,3186.96,1578.08,266.44,2920.52,97.2,0,B
2024Q3,Sprite,Carbonated Soft Drinks,On-Trade,Northern Cape,45,52.48,31.2,2361.6,957.6,134.8,2226.8,71.8,0,C
2024Q1,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,42,62.91,35.4,2642.22,1155.42,213.14,2429.08,60.8,0,C
2024Q3,Cappy,Juices & Nectars,Mass Retail,Gauteng,60,68.9,39.21,4134.0,1781.4,417.08,3716.92,53.5,0,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Western Cape,28,48.48,28.7,1357.44,553.84,76.45,1280.99,74.4,0,B
2024Q4,Cappy,Juices & Nectars,Mass Retail,Eastern Cape,12,69.24,36.68,830.88,390.72,85.33,745.55,74.4,1,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Limpopo,17,54.72,33.61,930.24,358.87,64.59,865.65,62.3,1,D
2024Q3,Fanta,Carbonated Soft Drinks,Petrol & Travel,KwaZulu-Natal,59,48.55,30.08,2864.45,1089.73,198.98,2665.47,68.8,0,A
2024Q1,Schweppes,Mixers,Mass Retail,Limpopo,39,61.62,32.96,2403.18,1117.74,175.46,2227.72,81.9,1,C
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,9,57.28,33.86,515.52,210.78,24.46,491.06,76.2,0,C
2024Q4,Powerplay,Energy Drinks,Convenience,Northern Cape,21,110.07,61.77,2311.47,1014.3,196.29,2115.18,74.7,0,C
2024Q1,Sprite,Carbonated Soft Drinks,E-Commerce,Gauteng,75,57.99,30.03,4349.25,2097.0,461.04,3888.21,71.4,1,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Free State,28,50.14,29.58,1403.92,575.68,135.64,1268.28,86.8,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,13,51.22,26.94,665.86,315.64,49.75,616.11,49.7,1,A
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,Eastern Cape,111,58.16,36.05,6455.76,2454.21,740.15,5715.61,79.1,0,B
2024Q1,Sprite,Carbonated Soft Drinks,On-Trade,Eastern Cape,87,57.95,28.78,5041.65,2537.79,366.99,4674.66,89.5,0,A
2024Q2,Schweppes,Mixers,Convenience,Free State,149,64.42,32.59,9598.58,4742.67,662.1,8936.48,62.7,1,D
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,37,44.66,23.3,1652.42,790.32,190.45,1461.97,58.7,0,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,On-Trade,Western Cape,49,49.81,27.1,2440.69,1112.79,191.93,2248.76,52.1,1,B
2024Q1,Schweppes,Mixers,Wholesale,Western Cape,32,65.47,35.43,2095.04,961.28,206.07,1888.97,85.6,1,B
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,14,51.25,29.99,717.5,297.64,66.41,651.09,95.7,1,D
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,30,51.18,26.44,1535.4,742.2,91.75,1443.65,93.0,1,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Northern Cape,68,48.68,26.43,3310.24,1513.0,338.1,2972.14,48.5,0,C
2024Q1,Powerade,Sports Drinks,Mass Retail,Gauteng,4,72.2,38.17,288.8,136.12,32.34,256.46,46.2,0,B
2024Q3,Powerplay,Energy Drinks,Convenience,Gauteng,34,112.95,69.03,3840.3,1493.28,169.67,3670.63,67.2,1,C
2024Q3,Stoney,Carbonated Soft Drinks,Convenience,Gauteng,62,53.68,27.26,3328.16,1638.04,283.65,3044.51,69.6,0,C
2024Q3,Stoney,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,9,65.22,32.35,586.98,295.83,30.58,556.4,56.9,1,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,38,56.8,31.43,2158.4,964.06,106.15,2052.25,90.6,0,A
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,Free State,38,48.58,27.02,1846.04,819.28,85.91,1760.13,69.3,0,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Northern Cape,46,55.78,30.38,2565.88,1168.4,187.16,2378.72,79.5,0,B
2024Q3,Cappy,Juices & Nectars,E-Commerce,Gauteng,33,62.97,37.33,2078.01,846.12,159.46,1918.55,47.8,0,B
2024Q2,Sprite,Carbonated Soft Drinks,On-Trade,Western Cape,19,51.83,26.07,984.77,489.44,65.41,919.36,85.1,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Limpopo,42,50.97,30.74,2140.74,849.66,234.72,1906.02,57.7,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,North West,67,51.7,28.72,3463.9,1539.66,276.51,3187.39,50.6,0,B
2024Q3,Bonaqua,Water,Wholesale,Free State,23,44.1,25.96,1014.3,417.22,118.83,895.47,55.8,0,A
2024Q1,Bonaqua,Water,Mass Retail,KwaZulu-Natal,69,38.23,21.44,2637.87,1158.51,239.43,2398.44,87.3,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Wholesale,Gauteng,34,55.57,27.9,1889.38,940.78,180.76,1708.62,87.0,0,C
2024Q1,Fanta,Carbonated Soft Drinks,E-Commerce,Gauteng,25,48.43,24.5,1210.75,598.25,135.02,1075.73,79.7,1,D
2024Q4,Cappy,Juices & Nectars,Mass Retail,Gauteng,172,61.15,30.07,10517.8,5345.76,1163.2,9354.6,87.6,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,31,53.91,33.3,1671.21,638.91,156.15,1515.06,78.6,1,B
2024Q1,Cappy,Juices & Nectars,On-Trade,Gauteng,28,72.13,36.26,2019.64,1004.36,82.82,1936.82,74.7,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,52,53.38,26.22,2775.76,1412.32,273.47,2502.29,54.9,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Eastern Cape,37,57.51,33.32,2127.87,895.03,138.63,1989.24,70.0,0,D
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,6,49.49,27.18,296.94,133.86,31.55,265.39,62.8,1,A
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,Gauteng,64,54.3,26.83,3475.2,1758.08,205.7,3269.5,52.5,0,B
2024Q2,Sprite,Carbonated Soft Drinks,On-Trade,Gauteng,120,53.94,30.81,6472.8,2775.6,580.44,5892.36,63.7,0,C
2024Q2,Bonaqua,Water,On-Trade,Gauteng,45,40.31,22.93,1813.95,782.1,90.88,1723.07,80.8,0,B
2024Q1,Fanta,Carbonated Soft Drinks,Convenience,Gauteng,22,50.85,25.65,1118.7,554.4,121.33,997.37,57.0,0,A
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,Gauteng,66,49.41,28.52,3261.06,1378.74,264.19,2996.87,61.2,1,A
2024Q4,Coca-Cola,Carbonated Soft Drinks,On-Trade,Free State,49,52.77,31.77,2585.73,1029.0,261.9,2323.83,86.8,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,45,51.02,29.28,2295.9,978.3,194.77,2101.13,50.9,0,C
2024Q2,Cappy,Juices & Nectars,Convenience,Western Cape,80,66.22,36.85,5297.6,2349.6,373.12,4924.48,96.8,1,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Convenience,Western Cape,21,51.65,30.14,1084.65,451.71,123.05,961.6,59.8,0,C
2024Q1,Schweppes,Mixers,On-Trade,Gauteng,49,56.15,32.88,2751.35,1140.23,287.22,2464.13,46.0,0,B
2024Q2,Cappy,Juices & Nectars,Mass Retail,North West,15,72.67,43.32,1090.05,440.25,68.15,1021.9,91.3,1,A
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,Gauteng,44,57.4,28.33,2525.6,1279.08,149.9,2375.7,45.7,0,C
2024Q2,Cappy,Juices & Nectars,Convenience,Gauteng,62,58.21,30.36,3609.02,1726.7,230.95,3378.07,84.4,1,B
2024Q3,Schweppes,Mixers,Mass Retail,Northern Cape,70,65.18,39.43,4562.6,1802.5,250.15,4312.45,49.2,1,B
2024Q3,Fanta,Carbonated Soft Drinks,Convenience,Western Cape,35,54.7,26.74,1914.5,978.6,203.91,1710.59,76.7,1,B
2024Q4,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,72,54.11,32.63,3895.92,1546.56,334.04,3561.88,72.4,0,B
2024Q1,Cappy,Juices & Nectars,On-Trade,KwaZulu-Natal,19,57.07,33.58,1084.33,446.31,95.59,988.74,92.3,0,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,On-Trade,Northern Cape,120,57.5,32.36,6900.0,3016.8,663.85,6236.15,57.6,0,C
2024Q4,Fanta,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,27,46.67,25.59,1260.09,569.16,116.15,1143.94,95.4,0,A
2024Q1,Stoney,Carbonated Soft Drinks,Mass Retail,North West,34,67.75,38.53,2303.5,993.48,105.21,2198.29,58.5,0,A
2024Q2,Sprite,Carbonated Soft Drinks,Convenience,Western Cape,20,55.21,27.58,1104.2,552.6,68.62,1035.58,96.5,0,B
2024Q1,Cappy,Juices & Nectars,Wholesale,Limpopo,10,66.42,37.56,664.2,288.6,41.48,622.72,56.0,0,C
2024Q4,Fanta,Carbonated Soft Drinks,On-Trade,Northern Cape,25,47.03,27.86,1175.75,479.25,100.84,1074.91,72.2,0,B
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Mpumalanga,29,54.82,26.98,1589.78,807.36,142.07,1447.71,51.0,0,B
2024Q3,Schweppes,Mixers,Wholesale,KwaZulu-Natal,78,57.44,31.54,4480.32,2020.2,430.92,4049.4,97.6,1,B
2024Q2,Coca-Cola,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,18,45.72,24.65,822.96,379.26,59.98,762.98,93.1,0,D
2024Q4,Powerade,Sports Drinks,E-Commerce,KwaZulu-Natal,9,72.26,43.02,650.34,263.16,75.7,574.64,88.5,1,B
2024Q3,Sprite,Carbonated Soft Drinks,Wholesale,Eastern Cape,22,56.02,28.91,1232.44,596.42,55.17,1177.27,77.0,0,B
2024Q4,Fanta,Carbonated Soft Drinks,Convenience,Mpumalanga,26,46.48,25.28,1208.48,551.2,84.02,1124.46,51.4,0,C
2024Q3,Bonaqua,Water,E-Commerce,Gauteng,29,40.64,19.96,1178.56,599.72,80.59,1097.97,94.9,0,D
2024Q4,Coca-Cola,Carbonated Soft Drinks,Wholesale,KwaZulu-Natal,13,57.89,32.6,752.57,328.77,30.71,721.86,78.7,0,A
2024Q3,Cappy,Juices & Nectars,Mass Retail,KwaZulu-Natal,70,68.4,39.76,4788.0,2004.8,237.7,4550.3,92.8,1,A
2024Q2,Schweppes,Mixers,On-Trade,Gauteng,13,57.84,27.86,751.92,389.74,55.46,696.46,60.6,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Convenience,KwaZulu-Natal,21,52.41,26.06,1100.61,553.35,93.21,1007.4,63.2,0,C
2024Q2,Coca-Cola,Carbonated Soft Drinks,Petrol & Travel,Northern Cape,71,53.8,31.04,3819.8,1615.96,284.17,3535.63,80.7,1,B
2024Q2,Bonaqua,Water,Wholesale,Western Cape,73,38.22,20.73,2790.06,1276.77,289.8,2500.26,88.6,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Gauteng,29,55.4,29.07,1606.6,763.57,139.09,1467.51,64.7,0,C
2024Q1,Coca-Cola,Carbonated Soft Drinks,E-Commerce,Limpopo,75,56.71,30.19,4253.25,1989.0,226.91,4026.34,67.8,1,D
2024Q1,Coca-Cola,Carbonated Soft Drinks,Wholesale,Gauteng,25,55.27,27.72,1381.75,688.75,58.08,1323.67,79.2,0,D
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,North West,21,54.44,29.25,1143.24,528.99,74.19,1069.05,80.9,0,C
2024Q3,Coca-Cola,Carbonated Soft Drinks,On-Trade,Gauteng,12,49.56,30.64,594.72,227.04,45.39,549.33,81.5,1,B
2024Q2,Powerade,Sports Drinks,Convenience,Western Cape,22,67.35,37.09,1481.7,665.72,173.54,1308.16,65.4,1,C
2024Q2,Sprite,Carbonated Soft Drinks,Mass Retail,Gauteng,30,53.73,26.99,1611.9,802.2,67.49,1544.41,85.1,0,C
2024Q3,Schweppes,Mixers,On-Trade,Gauteng,51,55.98,27.78,2854.98,1438.2,332.53,2522.45,61.6,0,C
2024Q4,Fanta,Carbonated Soft Drinks,E-Commerce,Gauteng,84,51.52,31.83,4327.68,1653.96,272.96,4054.72,95.9,0,C
2024Q2,Fanta,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,9,45.53,25.31,409.77,181.98,21.44,388.33,74.3,0,D
2024Q4,Sprite,Carbonated Soft Drinks,Wholesale,Gauteng,55,57.59,31.19,3167.45,1452.0,203.31,2964.14,58.7,1,A
2024Q1,Cappy,Juices & Nectars,Petrol & Travel,Gauteng,28,64.33,33.31,1801.24,868.56,211.31,1589.93,74.6,0,B
2024Q4,Sprite,Carbonated Soft Drinks,Mass Retail,KwaZulu-Natal,14,56.43,30.59,790.02,361.76,71.18,718.84,70.9,0,B
2024Q3,Sprite,Carbonated Soft Drinks,Convenience,Mpumalanga,79,64.04,36.3,5059.16,2191.46,283.84,4775.32,65.9,1,C
2024Q2,Schweppes,Mixers,Wholesale,Western Cape,274,50.44,25.82,13820.56,6745.88,1618.7,12201.86,93.2,0,A
2024Q3,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Eastern Cape,78,52.43,26.13,4089.54,2051.4,422.21,3667.33,51.6,0,B
2024Q2,Fanta,Carbonated Soft Drinks,Convenience,Western Cape,54,48.56,29.73,2622.24,1016.82,136.1,2486.14,69.5,0,C
2024Q4,Schweppes,Mixers,On-Trade,Eastern Cape,81,57.1,32.11,4625.1,2024.19,323.88,4301.22,60.1,1,B
2024Q2,Sprite,Carbonated Soft Drinks,Wholesale,Gauteng,20,61.46,33.9,1229.2,551.2,97.58,1131.62,75.6,0,B
2024Q1,Coca-Cola,Carbonated Soft Drinks,Mass Retail,Western Cape,31,53.21,31.71,1649.51,666.5,166.87,1482.64,75.4,0,C
